# Time (s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N)
86.192,2.881e4,6362,13.611,0.278,0,148.6,0
86.603,2.881e4,6362,13.611,0.278,0,148.6,0
87.015,2.881e4,6362,13.611,0.278,0,148.6,0
87.426,2.881e4,6362,13.611,0.278,0,148.6,0
87.837,2.881e4,6362,13.611,0.278,0,148.6,0
88.248,2.881e4,6362,13.611,0.278,0,148.6,0
88.659,2.881e4,6362,13.611,0.278,0,148.6,0
89.07,2.881e4,6362,13.611,0.278,0,148.6,0
89.482,2.881e4,6362,13.611,0.278,0,148.6,0
89.892,2.881e4,6362,13.611,0.278,0,148.6,0
90.303,2.881e4,6362,13.611,0.278,0,148.6,0
90.713,2.881e4,6362,13.611,0.278,0,148.6,0
91.124,2.881e4,6362,13.611,0.278,0,148.6,0
91.535,2.881e4,6362,13.611,0.278,0,148.6,0
91.945,2.881e4,6362,13.611,0.278,0,148.6,0
92.355,2.881e4,6362,13.611,0.278,0,148.6,0
92.766,2.881e4,6362,13.611,0.278,0,148.6,0
93.176,2.881e4,6362,13.611,0.278,0,148.6,0
93.586,2.881e4,6362,13.611,0.278,0,148.6,0
93.995,2.881e4,6362,13.611,0.278,0,148.6,0
94.407,2.881e4,6362,13.611,0.278,0,148.6,0
94.817,2.881e4,6362,13.611,0.278,0,148.6,0
95.227,2.881e4,6362,13.611,0.278,0,148.6,0
95.638,2.881e4,6362,13.611,0.278,0,148.6,0
96.047,2.881e4,6362,13.611,0.278,0,148.6,0
96.458,2.881e4,6362,13.611,0.278,0,148.6,0
96.867,2.881e4,6362,13.611,0.278,0,148.6,0
97.277,2.881e4,6362,13.611,0.278,0,148.6,0
97.687,2.881e4,6362,13.611,0.278,0,148.6,0
98.096,2.881e4,6362,13.611,0.278,0,148.6,0
98.506,2.881e4,6362,13.611,0.278,0,148.6,0
98.915,2.881e4,6362,13.611,0.278,0,148.6,0
99.324,2.881e4,6362,13.611,0.278,0,148.6,0
99.733,2.881e4,6362,13.611,0.278,0,148.6,0
100.142,2.881e4,6362,13.611,0.278,0,148.6,0
100.551,2.881e4,6362,13.611,0.278,0,148.6,0
100.962,2.881e4,6362,13.611,0.278,0,148.6,0
101.371,2.881e4,6362,13.611,0.278,0,148.6,0
101.779,2.881e4,6362,13.611,0.278,0,148.6,0
102.188,2.881e4,6362,13.611,0.278,0,148.6,0
102.596,2.881e4,6362,13.611,0.278,0,148.6,0
103.006,2.881e4,6362,13.611,0.278,0,148.6,0
103.414,2.881e4,6362,13.611,0.278,0,148.6,0
103.823,2.881e4,6362,13.611,0.278,0,148.6,0
104.232,2.881e4,6362,13.611,0.278,0,148.6,0
104.642,2.881e4,6362,13.611,0.278,0,148.6,0
105.052,2.881e4,6362,13.611,0.278,0,148.6,0
105.46,2.881e4,6362,13.611,0.278,0,148.6,0
105.868,2.881e4,6362,13.611,0.278,0,148.6,0
106.276,2.881e4,6362,13.611,0.278,0,148.6,0
106.683,2.881e4,6362,13.611,0.278,0,148.6,0
107.091,2.881e4,6362,13.611,0.278,0,148.6,0
107.499,2.881e4,6362,13.611,0.278,0,148.6,0
107.999,2.881e4,6362,13.611,0.278,0,148.6,0
108.406,2.881e4,6362,13.611,0.278,0,148.6,0
108.815,2.881e4,6362,13.611,0.278,0,148.6,0
109.222,2.881e4,6362,13.611,0.278,0,148.6,0
109.629,2.881e4,6362,13.611,0.278,0,148.6,0
110.037,2.881e4,6362,13.611,0.278,0,148.6,0
110.444,2.881e4,6362,13.611,0.278,0,148.6,0
110.852,2.881e4,6362,13.611,0.278,0,148.6,0
111.26,2.881e4,6362,13.611,0.278,0,148.6,0
111.667,2.881e4,6362,13.611,0.278,0,148.6,0
112.074,2.881e4,6362,13.611,0.278,0,148.6,0
112.481,2.881e4,6362,13.611,0.278,0,148.6,0
112.888,2.881e4,6362,13.611,0.278,0,148.6,0
113.296,2.881e4,6362,13.611,0.278,0,148.6,0
113.703,2.881e4,6362,13.611,0.278,0,148.6,0
114.11,2.881e4,6362,13.611,0.278,0,148.6,0
114.516,2.881e4,6362,13.611,0.278,0,148.6,0
114.923,2.881e4,6362,13.611,0.278,0,148.6,0
115.33,2.881e4,6362,13.611,0.278,0,148.6,0
115.737,2.881e4,6362,13.611,0.278,0,148.6,0
116.143,2.881e4,6362,13.611,0.278,0,148.6,0
116.55,2.881e4,6362,13.611,0.278,0,148.6,0
116.956,2.881e4,6362,13.611,0.278,0,148.6,0
117.363,2.881e4,6362,13.611,0.278,0,148.6,0
117.769,2.881e4,6362,13.611,0.278,0,148.6,0
118.175,2.881e4,6362,13.611,0.278,0,148.6,0
118.582,2.881e4,6362,13.611,0.278,0,148.6,0
118.988,2.881e4,6362,13.611,0.278,0,148.6,0
119.394,2.881e4,6362,13.611,0.278,0,148.6,0
119.8,2.881e4,6362,13.611,0.278,0,148.6,0
120.207,2.881e4,6362,13.611,0.278,0,148.6,0
120.612,2.881e4,6362,13.611,0.278,0,148.6,0
121.018,2.881e4,6362,13.611,0.278,0,148.6,0
121.423,2.881e4,6362,13.611,0.278,0,148.6,0
121.829,2.881e4,6362,13.611,0.278,0,148.6,0
122.234,2.881e4,6362,13.611,0.278,0,148.6,0
122.639,2.881e4,6362,13.611,0.278,0,148.6,0
123.045,2.881e4,6362,13.611,0.278,0,148.6,0
123.452,2.881e4,6362,13.611,0.278,0,148.6,0
123.857,2.881e4,6362,13.611,0.278,0,148.6,0
124.263,2.881e4,6362,13.611,0.278,0,148.6,0
124.668,2.881e4,6362,13.611,0.278,0,148.6,0
125.073,2.881e4,6362,13.611,0.278,0,148.6,0
125.478,2.881e4,6362,13.611,0.278,0,148.6,0
125.884,2.881e4,6362,13.611,0.278,0,148.6,0
126.289,2.881e4,6362,13.611,0.278,0,148.6,0
126.694,2.881e4,6362,13.611,0.278,0,148.6,0
127.098,2.881e4,6362,13.611,0.278,0,148.6,0
127.504,2.881e4,6362,13.611,0.278,0,148.6,0
127.908,2.881e4,6362,13.611,0.278,0,148.6,0
128.312,2.881e4,6362,13.611,0.278,0,148.6,0
128.717,2.881e4,6362,13.611,0.278,0,148.6,0
129.121,2.881e4,6362,13.611,0.278,0,148.6,0
129.526,2.881e4,6362,13.611,0.278,0,148.6,0
129.93,2.881e4,6362,13.611,0.278,0,148.6,0
130.334,2.881e4,6362,13.611,0.278,0,148.6,0
130.739,2.881e4,6362,13.611,0.278,0,148.6,0
131.143,2.881e4,6362,13.611,0.278,0,148.6,0
131.546,2.881e4,6362,13.611,0.278,0,148.6,0
131.951,2.881e4,6362,13.611,0.278,0,148.6,0
132.355,2.881e4,6362,13.611,0.278,0,148.6,0
132.759,2.881e4,6362,13.611,0.278,0,148.6,0
133.162,2.881e4,6362,13.611,0.278,0,148.6,0
133.567,2.881e4,6362,13.611,0.278,0,148.6,0
133.97,2.881e4,6362,13.611,0.278,0,148.6,0
134.374,2.881e4,6362,13.611,0.278,0,148.6,0
134.777,2.881e4,6362,13.611,0.278,0,148.6,0
135.18,2.881e4,6362,13.611,0.278,0,148.6,0
135.583,2.881e4,6362,13.611,0.278,0,148.6,0
135.987,2.881e4,6362,13.611,0.278,0,148.6,0
136.39,2.881e4,6362,13.611,0.278,0,148.6,0
136.793,2.881e4,6362,13.611,0.278,0,148.6,0
137.197,2.881e4,6362,13.611,0.278,0,148.6,0
137.599,2.881e4,6362,13.611,0.278,0,148.6,0
138.002,2.881e4,6362,13.611,0.278,0,148.6,0
138.406,2.881e4,6362,13.611,0.278,0,148.6,0
138.809,2.881e4,6362,13.611,0.278,0,148.6,0
139.212,2.881e4,6362,13.611,0.278,0,148.6,0
139.615,2.881e4,6362,13.611,0.278,0,148.6,0
140.018,2.881e4,6362,13.611,0.278,0,148.6,0
140.421,2.881e4,6362,13.611,0.278,0,148.6,0
140.823,2.881e4,6362,13.611,0.278,0,148.6,0
141.226,2.881e4,6362,13.611,0.278,0,148.6,0
141.628,2.881e4,6362,13.611,0.278,0,148.6,0
142.03,2.881e4,6362,13.611,0.278,0,148.6,0
142.432,2.881e4,6362,13.611,0.278,0,148.6,0
142.835,2.881e4,6362,13.611,0.278,0,148.6,0
143.238,2.881e4,6362,13.611,0.278,0,148.6,0
143.64,2.881e4,6362,13.611,0.278,0,148.6,0
144.044,2.881e4,6362,13.611,0.278,0,148.6,0
144.445,2.881e4,6362,13.611,0.278,0,148.6,0
144.847,2.881e4,6362,13.611,0.278,0,148.6,0
145.249,2.881e4,6362,13.611,0.278,0,148.6,0
145.651,2.881e4,6362,13.611,0.278,0,148.6,0
146.053,2.881e4,6362,13.611,0.278,0,148.6,0
146.454,2.881e4,6362,13.611,0.278,0,148.6,0
146.855,2.881e4,6362,13.611,0.278,0,148.6,0
147.257,2.881e4,6362,13.611,0.278,0,148.6,0
147.659,2.881e4,6362,13.611,0.278,0,148.6,0
148.06,2.881e4,6362,13.611,0.278,0,148.6,0
148.462,2.881e4,6362,13.611,0.278,0,148.6,0
148.863,2.881e4,6362,13.611,0.278,0,148.6,0
149.265,2.881e4,6362,13.611,0.278,0,148.6,0
149.666,2.881e4,6362,13.611,0.278,0,148.6,0
150.068,2.881e4,6362,13.611,0.278,0,148.6,0
150.469,2.881e4,6362,13.611,0.278,0,148.6,0
150.87,2.881e4,6362,13.611,0.278,0,148.6,0
151.271,2.881e4,6362,13.611,0.278,0,148.6,0
151.672,2.881e4,6362,13.611,0.278,0,148.6,0
152.073,2.881e4,6362,13.611,0.278,0,148.6,0
152.474,2.881e4,6362,13.611,0.278,0,148.6,0
152.875,2.881e4,6362,13.611,0.278,0,148.6,0
153.276,2.881e4,6362,13.611,0.278,0,148.6,0
153.676,2.881e4,6362,13.611,0.278,0,148.6,0
154.076,2.881e4,6362,13.611,0.278,0,148.6,0
154.477,2.881e4,6362,13.611,0.278,0,148.6,0
154.878,2.881e4,6362,13.611,0.278,0,148.6,0
155.279,2.881e4,6362,13.611,0.278,0,148.6,0
155.679,2.881e4,6362,13.611,0.278,0,148.6,0
156.079,2.881e4,6362,13.611,0.278,0,148.6,0
156.479,2.881e4,6362,13.611,0.278,0,148.6,0
156.879,2.881e4,6362,13.611,0.278,0,148.6,0
157.279,2.881e4,6362,13.611,0.278,0,148.6,0
157.679,2.881e4,6362,13.611,0.278,0,148.6,0
158.079,2.881e4,6362,13.611,0.278,0,148.6,0
158.481,2.881e4,6362,13.611,0.278,0,148.6,0
158.88,2.881e4,6362,13.611,0.278,0,148.6,0
159.28,2.881e4,6362,13.611,0.278,0,148.6,0
159.68,2.881e4,6362,13.611,0.278,0,148.6,0
160.079,2.881e4,6362,13.611,0.278,0,148.6,0
160.479,2.881e4,6362,13.611,0.278,0,148.6,0
160.88,2.881e4,6362,13.611,0.278,0,148.6,0
161.279,2.881e4,6362,13.611,0.278,0,148.6,0
161.679,2.881e4,6362,13.611,0.278,0,148.6,0
162.078,2.881e4,6362,13.611,0.278,0,148.6,0
162.477,2.881e4,6362,13.611,0.278,0,148.6,0
162.876,2.881e4,6362,13.611,0.278,0,148.6,0
163.376,2.881e4,6362,13.611,0.278,0,148.6,0
163.775,2.881e4,6362,13.611,0.278,0,148.6,0
164.176,2.881e4,6362,13.611,0.278,0,148.6,0
164.575,2.881e4,6362,13.611,0.278,0,148.6,0
164.974,2.881e4,6362,13.611,0.278,0,148.6,0
165.373,2.881e4,6362,13.611,0.278,0,148.6,0
165.771,2.881e4,6362,13.611,0.278,0,148.6,0
166.17,2.881e4,6362,13.611,0.278,0,148.6,0
166.569,2.881e4,6362,13.611,0.278,0,148.6,0
166.967,2.881e4,6362,13.611,0.278,0,148.6,0
167.365,2.881e4,6362,13.611,0.278,0,148.6,0
167.764,2.881e4,6362,13.611,0.278,0,148.6,0
168.164,2.881e4,6362,13.611,0.278,0,148.6,0
168.562,2.881e4,6362,13.611,0.278,0,148.6,0
168.96,2.881e4,6362,13.611,0.278,0,148.6,0
169.358,2.881e4,6362,13.611,0.278,0,148.6,0
169.757,2.881e4,6362,13.611,0.278,0,148.6,0
170.154,2.881e4,6362,13.611,0.278,0,148.6,0
170.553,2.881e4,6362,13.611,0.278,0,148.6,0
170.951,2.881e4,6362,13.611,0.278,0,148.6,0
171.349,2.881e4,6362,13.611,0.278,0,148.6,0
171.747,2.881e4,6362,13.611,0.278,0,148.6,0
172.144,2.881e4,6362,13.611,0.278,0,148.6,0
172.542,2.881e4,6362,13.611,0.278,0,148.6,0
172.939,2.881e4,6362,13.611,0.278,0,148.6,0
173.337,2.881e4,6362,13.611,0.278,0,148.6,0
173.734,2.881e4,6362,13.611,0.278,0,148.6,0
174.132,2.881e4,6362,13.611,0.278,0,148.6,0
174.529,2.881e4,6362,13.611,0.278,0,148.6,0
174.926,2.881e4,6362,13.611,0.278,0,148.6,0
175.323,2.881e4,6362,13.611,0.278,0,148.6,0
175.72,2.881e4,6362,13.611,0.278,0,148.6,0
176.118,2.881e4,6362,13.611,0.278,0,148.6,0
176.515,2.881e4,6362,13.611,0.278,0,148.6,0
176.914,2.881e4,6362,13.611,0.278,0,148.6,0
177.311,2.881e4,6362,13.611,0.278,0,148.6,0
177.708,2.881e4,6362,13.611,0.278,0,148.6,0
178.105,2.881e4,6362,13.611,0.278,0,148.6,0
178.502,2.881e4,6362,13.611,0.278,0,148.6,0
178.898,2.881e4,6362,13.611,0.278,0,148.6,0
179.296,2.881e4,6362,13.611,0.278,0,148.6,0
179.693,2.881e4,6362,13.611,0.278,0,148.6,0
180.09,2.881e4,6362,13.611,0.278,0,148.6,0
180.486,2.881e4,6362,13.611,0.278,0,148.6,0
180.883,2.881e4,6362,13.611,0.278,0,148.6,0
181.279,2.881e4,6362,13.611,0.278,0,148.6,0
181.676,2.881e4,6362,13.611,0.278,0,148.6,0
182.073,2.881e4,6362,13.611,0.278,0,148.6,0
182.469,2.881e4,6362,13.611,0.278,0,148.6,0
182.865,2.881e4,6362,13.611,0.278,0,148.6,0
183.261,2.881e4,6362,13.611,0.278,0,148.6,0
183.657,2.881e4,6362,13.611,0.278,0,148.6,0
184.053,2.881e4,6362,13.611,0.278,0,148.6,0
184.449,2.881e4,6362,13.611,0.278,0,148.6,0
184.845,2.881e4,6362,13.611,0.278,0,148.6,0
185.242,2.881e4,6362,13.611,0.278,0,148.6,0
185.639,2.881e4,6362,13.611,0.278,0,148.6,0
186.035,2.881e4,6362,13.611,0.278,0,148.6,0
186.432,2.881e4,6362,13.611,0.278,0,148.6,0
186.827,2.881e4,6362,13.611,0.278,0,148.6,0
187.223,2.881e4,6362,13.611,0.278,0,148.6,0
187.618,2.881e4,6362,13.611,0.278,0,148.6,0
188.014,2.881e4,6362,13.611,0.278,0,148.6,0
188.409,2.881e4,6362,13.611,0.278,0,148.6,0
188.804,2.881e4,6362,13.611,0.278,0,148.6,0
189.199,2.881e4,6362,13.611,0.278,0,148.6,0
189.594,2.881e4,6362,13.611,0.278,0,148.6,0
189.989,2.881e4,6362,13.611,0.278,0,148.6,0
190.385,2.881e4,6362,13.611,0.278,0,148.6,0
190.78,2.881e4,6362,13.611,0.278,0,148.6,0
191.175,2.881e4,6362,13.611,0.278,0,148.6,0
191.57,2.881e4,6362,13.611,0.278,0,148.6,0
191.965,2.881e4,6362,13.611,0.278,0,148.6,0
192.359,2.881e4,6362,13.611,0.278,0,148.6,0
192.754,2.881e4,6362,13.611,0.278,0,148.6,0
193.149,2.881e4,6362,13.611,0.278,0,148.6,0
193.544,2.881e4,6362,13.611,0.278,0,148.6,0
193.939,2.881e4,6362,13.611,0.278,0,148.6,0
194.333,2.881e4,6362,13.611,0.278,0,148.6,0
194.728,2.881e4,6362,13.611,0.278,0,148.6,0
195.122,2.881e4,6362,13.611,0.278,0,148.6,0
195.516,2.881e4,6362,13.611,0.278,0,148.6,0
195.91,2.881e4,6362,13.611,0.278,0,148.6,0
196.304,2.881e4,6362,13.611,0.278,0,148.6,0
196.698,2.881e4,6362,13.611,0.278,0,148.6,0
197.092,2.881e4,6362,13.611,0.278,0,148.6,0
197.486,2.881e4,6362,13.611,0.278,0,148.6,0
197.88,2.881e4,6362,13.611,0.278,0,148.6,0
198.274,2.881e4,6362,13.611,0.278,0,148.6,0
198.668,2.881e4,6362,13.611,0.278,0,148.6,0
199.062,2.881e4,6362,13.611,0.278,0,148.6,0
199.456,2.881e4,6362,13.611,0.278,0,148.6,0
199.849,2.881e4,6362,13.611,0.278,0,148.6,0
200.244,2.881e4,6362,13.611,0.278,0,148.6,0
200.637,2.881e4,6362,13.611,0.278,0,148.6,0
201.03,2.881e4,6362,13.611,0.278,0,148.6,0
201.53,2.881e4,6362,13.611,0.278,0,148.6,0
201.924,2.881e4,6362,13.611,0.278,0,148.6,0
202.317,2.881e4,6362,13.611,0.278,0,148.6,0
202.712,2.881e4,6362,13.611,0.278,0,148.6,0
203.105,2.881e4,6362,13.611,0.278,0,148.6,0
203.5,2.881e4,6362,13.611,0.278,0,148.6,0
203.893,2.881e4,6362,13.611,0.278,0,148.6,0
204.286,2.881e4,6362,13.611,0.278,0,148.6,0
204.679,2.881e4,6362,13.611,0.278,0,148.6,0
205.072,2.881e4,6362,13.611,0.278,0,148.6,0
205.464,2.881e4,6362,13.611,0.278,0,148.6,0
205.857,2.881e4,6362,13.611,0.278,0,148.6,0
206.25,2.881e4,6362,13.611,0.278,0,148.6,0
206.643,2.881e4,6362,13.611,0.278,0,148.6,0
207.036,2.881e4,6362,13.611,0.278,0,148.6,0
207.429,2.881e4,6362,13.611,0.278,0,148.6,0
207.822,2.881e4,6362,13.611,0.278,0,148.6,0
208.217,2.881e4,6362,13.611,0.278,0,148.6,0
208.609,2.881e4,6362,13.611,0.278,0,148.6,0
209.002,2.881e4,6362,13.611,0.278,0,148.6,0
209.394,2.881e4,6362,13.611,0.278,0,148.6,0
209.787,2.881e4,6362,13.611,0.278,0,148.6,0
210.179,2.881e4,6362,13.611,0.278,0,148.6,0
210.572,2.881e4,6362,13.611,0.278,0,148.6,0
210.965,2.881e4,6362,13.611,0.278,0,148.6,0
211.357,2.881e4,6362,13.611,0.278,0,148.6,0
211.749,2.881e4,6362,13.611,0.278,0,148.6,0
212.14,2.881e4,6362,13.611,0.278,0,148.6,0
212.532,2.881e4,6362,13.611,0.278,0,148.6,0
212.924,2.881e4,6362,13.611,0.278,0,148.6,0
213.315,2.881e4,6362,13.611,0.278,0,148.6,0
213.707,2.881e4,6362,13.611,0.278,0,148.6,0
214.099,2.881e4,6362,13.611,0.278,0,148.6,0
214.49,2.881e4,6362,13.611,0.278,0,148.6,0
214.882,2.881e4,6362,13.611,0.278,0,148.6,0
215.273,2.881e4,6362,13.611,0.278,0,148.6,0
215.664,2.881e4,6362,13.611,0.278,0,148.6,0
216.056,2.881e4,6362,13.611,0.278,0,148.6,0
216.447,2.881e4,6362,13.611,0.278,0,148.6,0
216.838,2.881e4,6362,13.611,0.278,0,148.6,0
217.23,2.881e4,6362,13.611,0.278,0,148.6,0
217.621,2.881e4,6362,13.611,0.278,0,148.6,0
218.011,2.881e4,6362,13.611,0.278,0,148.6,0
218.402,2.881e4,6362,13.611,0.278,0,148.6,0
218.793,2.881e4,6362,13.611,0.278,0,148.6,0
219.184,2.881e4,6362,13.611,0.278,0,148.6,0
219.574,2.881e4,6362,13.611,0.278,0,148.6,0
219.965,2.881e4,6362,13.611,0.278,0,148.6,0
220.356,2.881e4,6362,13.611,0.278,0,148.6,0
220.747,2.881e4,6362,13.611,0.278,0,148.6,0
221.137,2.881e4,6362,13.611,0.278,0,148.6,0
221.528,2.881e4,6362,13.611,0.278,0,148.6,0
221.919,2.881e4,6362,13.611,0.278,0,148.6,0
222.309,2.881e4,6362,13.611,0.278,0,148.6,0
222.7,2.881e4,6362,13.611,0.278,0,148.6,0
223.091,2.881e4,6362,13.611,0.278,0,148.6,0
223.481,2.881e4,6362,13.611,0.278,0,148.6,0
223.871,2.881e4,6362,13.611,0.278,0,148.6,0
224.261,2.881e4,6362,13.611,0.278,0,148.6,0
224.651,2.881e4,6362,13.611,0.278,0,148.6,0
225.042,2.881e4,6362,13.611,0.278,0,148.6,0
225.431,2.881e4,6362,13.611,0.278,0,148.6,0
225.821,2.881e4,6362,13.611,0.278,0,148.6,0
226.211,2.881e4,6362,13.611,0.278,0,148.6,0
226.601,2.881e4,6362,13.611,0.278,0,148.6,0
226.991,2.881e4,6362,13.611,0.278,0,148.6,0
227.381,2.881e4,6362,13.611,0.278,0,148.6,0
227.77,2.881e4,6362,13.611,0.278,0,148.6,0
228.16,2.881e4,6362,13.611,0.278,0,148.6,0
228.55,2.881e4,6362,13.611,0.278,0,148.6,0
228.939,2.881e4,6362,13.611,0.278,0,148.6,0
229.328,2.881e4,6362,13.611,0.278,0,148.6,0
229.718,2.881e4,6362,13.611,0.278,0,148.6,0
230.107,2.881e4,6362,13.611,0.278,0,148.6,0
230.496,2.881e4,6362,13.611,0.278,0,148.6,0
230.885,2.881e4,6362,13.611,0.278,0,148.6,0
231.274,2.881e4,6362,13.611,0.278,0,148.6,0
231.663,2.881e4,6362,13.611,0.278,0,148.6,0
232.052,2.881e4,6362,13.611,0.278,0,148.6,0
232.441,2.881e4,6362,13.611,0.278,0,148.6,0
232.831,2.881e4,6362,13.611,0.278,0,148.6,0
233.219,2.881e4,6362,13.611,0.278,0,148.6,0
233.608,2.881e4,6362,13.611,0.278,0,148.6,0
233.997,2.881e4,6362,13.611,0.278,0,148.6,0
234.386,2.881e4,6362,13.611,0.278,0,148.6,0
234.774,2.881e4,6362,13.611,0.278,0,148.6,0
235.163,2.881e4,6362,13.611,0.278,0,148.6,0
235.551,2.881e4,6362,13.611,0.278,0,148.6,0
235.939,2.881e4,6362,13.611,0.278,0,148.6,0
236.328,2.881e4,6362,13.611,0.278,0,148.6,0
236.716,2.881e4,6362,13.611,0.278,0,148.6,0
237.104,2.881e4,6362,13.611,0.278,0,148.6,0
237.494,2.881e4,6362,13.611,0.278,0,148.6,0
237.882,2.881e4,6362,13.611,0.278,0,148.6,0
238.27,2.881e4,6362,13.611,0.278,0,148.6,0
238.658,2.881e4,6362,13.611,0.278,0,148.6,0
239.046,2.881e4,6362,13.611,0.278,0,148.6,0
239.434,2.881e4,6362,13.611,0.278,0,148.6,0
239.821,2.881e4,6362,13.611,0.278,0,148.6,0
240.21,2.881e4,6362,13.611,0.278,0,148.6,0
240.598,2.881e4,6362,13.611,0.278,0,148.6,0
240.986,2.881e4,6362,13.611,0.278,0,148.6,0
241.373,2.881e4,6362,13.611,0.278,0,148.6,0
241.761,2.881e4,6362,13.611,0.278,0,148.6,0
242.148,2.881e4,6362,13.611,0.278,0,148.6,0
242.536,2.881e4,6362,13.611,0.278,0,148.6,0
242.924,2.881e4,6362,13.611,0.278,0,148.6,0
243.312,2.881e4,6362,13.611,0.278,0,148.6,0
243.699,2.881e4,6362,13.611,0.278,0,148.6,0
244.088,2.881e4,6362,13.611,0.278,0,148.6,0
244.477,2.881e4,6362,13.611,0.278,0,148.6,0
244.864,2.881e4,6362,13.611,0.278,0,148.6,0
245.251,2.881e4,6362,13.611,0.278,0,148.6,0
245.638,2.881e4,6362,13.611,0.278,0,148.6,0
245.972,2.881e4,6362,13.611,0.278,0,148.6,0
